Rank,LLM_MODEL,GAMMA,MAX_HISTORY_SESSIONS,MAX_HISTORY_HUMAN,MAE_Episode1,Pearson_Episode1,MAE_Episode2,Pearson_Episode2,MAE_Avg,Pearson_Avg
69,gpt-4.1,0.35,3,6,0.11798252778788301,0.9759850296651311,0.17357010899275394,0.913705424405177,0.14577631839031846,0.9448452270351541
70,gpt-5-chat,0.4,3,6,0.1330960854370168,0.9853610668444545,0.1591319529497308,0.9281415228470209,0.1461140191933738,0.9567512948457377
71,gpt-4.1,0.65,2,3,0.117291554412933,0.9865337460141139,0.17557128421933035,0.9239620931472239,0.14643141931613168,0.9552479195806689
72,gpt-4.1,0.25,3,9,0.12109748349678157,0.9315462484726951,0.17200679738562089,0.9078135944340587,0.14655214044120124,0.9196799214533768
73,gpt-4.1,0.4,3,9,0.11919044687244046,0.911654220060457,0.17403444005970517,0.9094349671052052,0.14661244346607283,0.9105445935828311
74,gpt-4.1,0.8,3,6,0.13010685326781776,0.921609829237235,0.1636283480404228,0.9279548889236158,0.1468676006541203,0.9247823590804254
75,gpt-5-chat,0.45,2,6,0.1374153429678627,0.9824141815008101,0.1565150044191219,0.9278895640826287,0.1469651736934923,0.9551518727917194
76,gpt-5-chat,0.45,3,9,0.11382668710519225,0.9611195998428019,0.18037584189698205,0.9192835639506888,0.14710126450108715,0.9402015818967453
77,gpt-5-chat,0.55,2,9,0.10702860575929145,0.9545223600460732,0.18730801286449514,0.9166926927046133,0.1471683093118933,0.9356075263753432
78,gpt-4.1,0.45,2,9,0.12003126662057238,0.9032505771802425,0.17441133113180002,0.9129697265776692,0.1472212988761862,0.9081101518789558
79,gpt-4.1,0.35,2,9,0.12336158258695375,0.9135094359999429,0.17216858602856855,0.9094812641861255,0.14776508430776114,0.9114953500930343
80,gpt-4.1,0.5,2,9,0.12277505461330926,0.9016944664294959,0.17284632121518811,0.913400014411199,0.14781068791424867,0.9075472404203475
